id
Aalt D. J. van Dijk
Aapo Hyvärinen
Lyle H. Ungar
Lynda Hardman
Lynda Tamine-Lechani
Lyndon S. Hibbard
Lyndon S. Kennedy
Lyndsey Franklin
Maarten Marx
Maarten de Rijke
Maarten van Steen
Maarten van der Heijden
Maayan Shiloach
Mads Dam
Mads Nielsen
Magdalena Balazinska
Magdalena Ortiz
Magnus Herberthson
Magnus Sahlgren
Mahmoud Moadeli
Maik Anderka
Maja Pantic
Majid Sarrafzadeh
Majid Yazdani
Makiko Miwa
Makoto Nakatani
Makoto P. Kato
Makoto Yokoo
Maksims Volkovs
Malik Magdon-Ismail
Malik Tahir Hassan
Man Lung Yiu
Manabu Okumura
Manal El Dick
Manfred Hauswirth
Mani Malekesmaeili
Mani Ranjbar
Manish Jain
Manish Kumar Anand
Manish Mehta 0001
Manjula Koppuravuri
Manoj Syamala
Manolis Gergatsoulis
Manolis Platakis
Manos Tsagkias
Mantas Simkus
Manuel Giuliani
Manuel J. Marín-Jiménez
Manuel Lopes 0001
Manuel Loth
Manuel Mayr
Manuela M. Veloso
Manuele Bicego
Marc Boullé
Marc Cheong
Marc Dacier
Marc H. Scholl
Marc Holze
Marc M. Van Hulle
Marc Najork
Marc Niethammer
Marc Parlange
Marc Peter Deisenroth
Marc Rioux
Marc Sebban
Marc Spaniol
Marc Toussaint
Marc Wichterich
Marcel Brückner
Marcello Pelillo
Marcelo Mendoza
Marcin Detyniecki
Marcin Marszalek
Marcin Sydow
Marco Brambilla 0001
Marco Cristani
Marco Cristo
Marco Degemmis
Marco F. Huber
Marco Faella
Marco Gori
Marco Loog
Marco Manna
Marco Mesiti
Marco Montali
Marco Paladini
Marco Ragni
Marco Turchi
Marco Zaffalon
Marco de Gemmis
Marcos André Gonçalves
Marcos Báez
Marcos Martín-Fernández
Marcos Ortega
Marcus Fontoura
Marcus Hutter
Marek Grzes
Marek J. Druzdzel
Marek Lipczak
Marek Petrik
Margot Gerritsen
Margrit Betke
Margrit Gelautz
Maria Fasli
Maria Fox
Maria Luisa Bonet
Maria Luisa Sapino
Maria P. Grineva
Maria Petrou
Maria Polukarov
Maria Satratzemi
Maria Silvia Pini
Maria Vanina Martinez
Maria del Rocio Gomez Crisostomo
Marianne Winslett
Mariano P. Consens
Mariano Tucat
Marie Jacob
Marie Szafranski
Marie desJardins
Marija Dodig
Marijn Koolen
Marina Barsky
Marine Depecker
Mario Arias
Mario Boley
Mario Crespo
Mario E. Munich
Mario Frank 0001
Mario Fritz
Mario Marchand
Mario Navas
Marion Neumann
Marios D. Dikaiakos
Marios Hadjieleftheriou
Marios Savvides
Marisa Thoma
Maristella Agosti
Marius Kloft
Marius Leordeanu
Marius Pasca
Marjorie Freedman
Marjorie McShane
Marjorie Skubic
Mark A. Davenport
Mark Allman
Mark Baillie
Mark Cramer
Mark Craven
Mark D. Reid
Mark D. Smucker
Mark Dredze
Mark Everingham
Mark Greaves
Mark H. Burstein
Mark J. Nelson
Mark James Carman
Mark Klein
Mark Kroon
Mark Kröll
Mark Last
Mark Levene
Mark Mercer
Mark Palatucci
Mark R. Hodges
Mark R. Meiss
Mark Riedl
Mark S. Pfaff
Mark Sanderson
Mark Schmidt 0001
Mark Truran
Mark W. Koch
Mark W. Newman
Marko A. Rodriguez
Marko Boben
Marko Grobelnik
Marko Stosic
Markus Bundschus
Markus G. Anderle
Markus Koch
Markus Luczak-Rösch
Markus Mairitsch
Markus Ojala
Markus Pilman
Markus Püschel
Markus Strohmaier
Markus Stumptner
Markus Unger
Marleen de Bruijne
Marshall F. Tappen
Martha A. Larson
Martha E. Pollack
Martha Palmer
Martha Vassiliadou
Martha White
Martial Hebert
Martial Pasquier
Martin A. Riedmiller
Martin Atkinson
Martin Bokeloh
Martin Byröd
Martin Ester
Martin Gaedke
Martin Groher
Martin Hahmann
Martin Halvey
Martin J. Strauss
Martin Jansche
Martin Klein 0001
Martin L. Kersten
Martin Leucker
Martin Mader
Martin Markov
Martin Nussbaumer
Martin Pál
Martin Rajman
Martin Renqiang Min
Martin Rumpf
Martin Scholz
Martin Spott
Martin Sundermeyer
Martin Szummer
Martin Theobald
Martin Wattenberg
Martin Welk
Martin Zinkevich
Martino Luis
Martín Abadi
Martín O. Moguillansky
Marwan Hassani
Mary D. Swift
Mary Ellen Foster
Mary McGlohon
Maryam Kamvar
Maryam Karimzadehgan
Maryam Ramezani
María Teresa Anguera
Masahiro Hamasaki
Masahiro Kimura
Masakazu Ishihata
Masakazu Nakase
Masaki Murata
Masao Takaku
Masao Utiyama
Masaru Kitsuregawa
Masashi Nishiyama
Masashi Shimbo
Masashi Sugiyama
Masashi Toyoda
Masataka Kagesawa
Masatoshi Okutomi
Masatoshi Yoshikawa
Masaya Mori
Masayuki Mukunoki
Masayuki Numao
Masoumeh T. Izadi
Massimiliano Giacomin
Massimo Cossentino
Massimo Guarascio
Massimo Melucci
Massimo Poesio
Massimo Tistarelli
Matej Oresic
Mathias Bavay
Mathieu Roche
Mathieu Salzmann
Mathieu d'Aquin
Mathäus Dejori
Mats T. Andersson
Matt Walker
Matteo Bregonzio
Matteo Mainetti
Matteo Mordacchini
Matthew A. Brown
Matthew A. Turk
Matthew Banta
Matthew Bodenhamer
Matthew C. Schmidt
Matthew E. Taylor
Matthew Hurst
Matthew J. Leotta
Matthew L. Walker
Matthew Lease
Matthew Michelson
Matthew O. Ward
Matthew Richardson
Matthew Rognlie
Matthew Taylor
Matthew Toews
Matthew W. Robards
Matthias Böhm 0001
Matthias Hein 0001
Matthias Hofmann
Matthias Keller
Matthias Nickles
Matthias Nicola
Matthias Renz
Matthias W. Seeger
Matthias Westphal
Matthieu Exbrayat
Matthieu Kowalski
Matthijs Douze
Matthijs van Leeuwen
Matti Pietikäinen
Maureen Dostert
Maurice Pagnucco
Maurice van Keulen
Mauricio Marín
Maurizio Marchese
Mauro Dragoni
Mauro Javier Gómez Lucero
Mauro Maggioni
Mauro Sozio
Max Barer
Max Goldman
Max Hinne
Max Van Kleek
Max W. K. Law
Maxim Grinev
Maxim Gurevich
Maxim Likhachev
Maxim N. Grinev
Maxim Raginsky
Maxime Lhuillier
May H. C. Woo
Maya R. Gupta
Maya Ramanath
Meghana Deodhar
Mehdi Parviz
Mehmet Ayvaci
Mehrdad Fatourechi
Mehrdad Yazdani
Mei Hui
Mei Li
Mei Zhang
Melanie Ganz
Melanie Hilario
Melanie Kellar
Melinda T. Gervasio
Melissa Allen
Meng Ao
Meng Wang 0001
Meng Xu
Meredith Ringel Morris
Merve Soner
Mia Paget
Micah Alpern
Micah K. Johnson
Michael A. Goodrich
Michael A. Osborne
Michael Bain
Michael Beetz
Michael Bendersky
Michael Benisch
Michael Bleyer
Michael Blow
Michael Breuß
Michael Buro
Michael C. Burl
Michael Cayanan
Michael Chertkov
Michael Collins 0001
Michael D. Feldman
Michael D. Twa
Michael Dahlin
Michael Dinerstein
Michael Dittenbach
Michael F. Bunting
Michael Fink 0001
Michael G. Noll
Michael Gamon
Michael Gertz 0001
Michael Gleicher
Michael Goesele
Michael Granitzer
Michael Grossniklaus
Michael Gruninger
Michael Gunson
Michael H. Bowling
Michael H. Böhlen
Michael Hausenblas
Michael Hay
Michael Hitchens
Michael I. Jordan
Michael Isard
Michael J. Carey 0001
Michael J. Cole
Michael J. E. Sternberg
Michael J. Schoelles
Michael J. Taylor 0001
Michael J. Witbrock
Michael J. Wooldridge
Michael Jakl
Michael Jost 0003
Michael K. Ng
Michael K. Schneider
Michael Kifer
Michael Kolomenkin
Michael L. Nelson
Michael L. Wick
Michael Lindenbaum
Michael Maire
Michael Mateas
Michael Mathioudakis
Michael May 0001
Michael Mitzenmacher
Michael Mock
Michael Morse
Michael P. Wellman
Michael Quinlan
Michael R. Berthold
Michael R. Fellows
Michael R. Genesereth
Michael R. Lyu
Michael Rabinovich
Michael Riley 0001
Michael S. Brown
Michael S. Langer
Michael S. Ryoo
Michael S. Steinbach
Michael Scheuering
Michael Schmidt 0002
Michael Seibold
Michael Skinner
Michael Spranger
Michael Stonebraker
Michael Thielscher
Michael W. Hicks
Michael Wand 0001
Michael Weiner
Michael Wohlmayr
Michael Wybrow
Michael Zakharyaschev
Michael Zeller
Michael Zuckerman
Michail G. Lagoudakis
Michail Salampasis
Michail Vlachos
Michal Aharon
Michal Batko
Michal Havlena
Michal Jancosek
Michal Perdoch
Michal Ptaszynski
Michal Shmueli-Scheuer
Michal Sramka
Michalis Faloutsos
Michalis Petropoulos
Michalis Potamias
Michalis Vazirgiannis
Michel C. Desmarais
Michel Dhome
Michel Leclère
Michel Plu
Michele Berlingerio
Michele Merler
Michelle L. Blom
Michelle L. Gregory
Michiaki Tatsubori
Michiel Hildebrand
Michihiko Minoh
Michèle Sebag
Mickaël Péchaud
Miguel A. López-Carmona
Miguel A. Rodríguez-Florido
Miha Grcar
Mihaela A. Bornea
Mihajlo Grbovic
Miho Ohsaki
Mika Cohen
Mike Cammarano
Mike Hoskins
Mike Hörhammer
Mike Miller
Mike Partridge
Mike Wan
Mike Wertheim
Mikhail Belkin
Mikhail Bilenko
Mikhail J. Atallah
Mikhail Sizintsev
Mikio Yamamoto
Miklós Kurucz
Milad Eftekhar
Milad Shokouhi
Milan Vojnovic
Milena Ivanova
Min Kyoung Sung
Min Liu 0008
Min Song 0001
Min Sun
Min Wang 0001
Min Zhang 0006
Min Zhao
Minas Charalambides
Ming Chen
Ming Gao 0001
Ming Li 0001
Ming Li 0005
Ming Li 0008
Ming Li 0014
Ming Xie
Ming Xiong
Ming Zhao 0003
Ming Zhou
Minh Binh Do
Minh Duc Cao
Miquel Ramírez
Mir Sadek Ali
Mirco Nanni
Mirco Stern
Mirjana Ivanovic
Mirko Böttcher
Misha Bilenko
Mitsunori Ogihara
Mitsuru Ambai
Mitsuru Ishizuka
Mizuho Iwaihara
Mo Liu
Mo Yu
Mohamed A. Sharaf
Mohamed A. Soliman
Mohamed Aly 0001
Mohamed F. Mokbel
Mohamed H. Ali
Mohamed S. Kamel
Mohamed Shehab
Mohamed Y. Eltabakh
Mohamed Yakout
Mohamed Zaït
Mohammad Al Hasan
Mohammad Alomari
Mohammad Alrifai
Mohammad Anisuzzaman Siddique
Mohammad H. Mahoor
Mohammad M. Masud
Mohammad Norouzi 0002
Mohammad Taghi Hajiaghayi
Mohammed Bennamoun
Mohammed Iqbal Madakkatel
Mohammed J. Zaki
Mohammed Javeed Zaki
Mohan M. Trivedi
Mohan S. Kankanhalli
Mohsen Bayati
Mona Ahuja
Monica Lestari Paramita
Monika Mandl
Monika Rauch Henzinger
Monika Schubert
Mor Naaman
Morgan Ulinski
Morten Engell-Nørregård
Morten Mørup
Moshe Tennenholtz
Mostafa Keikha
Motoaki Kawanabe
Mouna Torjmen
Mounia Lalmas
Mourad Debbabi
Mourad Ouzzani
Mubarak Shah
Muhammad Atif Tahir
Muhammad Umer Arshad
Muhittin Gökmen
Mukesh K. Mohania
Mumtaz Ahmad 0001
Murad Abouammoh
Murat Ali Bayir
Murat Can Ganiz
Murat Dundar
Murat Kantarcioglu
Murat Saraclar
Mustafa Canim
Mustafa Jarrar
Mustafa Özuysal
Mykhaylo Andriluka
Mykola Pechenizkiy
Myra Spiliopoulou
Myung Jin Choi
Na Dai
Na Guo
Na Xu
Na Zhao
Naama Zwerdling
Nabil Belacel
Nabil R. Adam
Nada Abdallah
Nadav Golbandi
Nadav Har'El
Nadia Ghamrawi
Nadia Payet
Nadja Betzler
Naeem Seliya
Nalini Venkatasubramanian
Nam Nguyen
Nan Cao
Nan Du
Nan Hua
Nan Li
Nan Li 0019
Nan Sun
Nan Tang 0001
Nan Zhang 0004
Nancy S. Pollard
Nanning Zheng
Naoki Abe
Nassir Navab
Natalia A. Schmid
Natalia Larios Delgado
Natalia V. Andrienko
Natasha Alechina
Natasha Gelfand
Nathalie Aussenac-Gilles
Nathalie Japkowicz
Nathan D. Cahill
Nathan D. Kalka
Nathan D. Ratliff
Nathan E. Egge
Nathan Eagle
Nathan Jacobs
Nathan Nan Liu
Nathan R. Sturtevant
Nathan Sakunkoo
Natsumi Kusumoto
Naveen Nannapaneni
Navid Amini
Neal Coddington
Neal Lathia
Necmiye Ozay
Neel Joshi
Neel Sundaresan
Neeta Pandit
Neha Agrawal
Neha Narkhede
Neil Burch
Neil D. B. Bruce
Neil D. Lawrence
Neil Toronto
Neil Yorke-Smith
Nello Cristianini
Nelson F. F. Ebecken
Nelson L. Chang
Nena M. Marin
Nenad Stojanovic
Nic Wilson
Nicholas Dawes
Nicholas E. Taylor
Nicholas Gibbins
Nicholas J. Butko
Nicholas K. Jong
Nicholas Morsillo
Nicholas R. Jennings
Nicholas Valler
Nick A. Mould
Nick Bartlow
Nick Cramer
Nick Craswell
Nick Koudas
Nico Görnitz
Nicolas Bruno
Nicolas Béchet
Nicolas Le Mercier
Nicolas Maudet
Nicolas Padoy
Nicolas Pinto
Nicolas Usunier
Nicolas Vandapel
Nicolas Vayatis
Nicole Krämer 0002
Nicolás D. Rotstein
Nicolás Guil
Nicolò Cesa-Bianchi
Nicu Sebe
Niels J. Nes
Nigel Shadbolt
Nihal Dindar
Nik A. Melchior
Nikhil Rasiwasia
Nikhil S. Ketkar
Nikhil Swamy
Nikita I. Lytkin
Niklas Carlsson
Niklas Lavesson
Niko Vuokko
Nikola S. Müller
Nikolaj Tatti
Nikolaos Karampatziakis
Nikolaos Papanikolopoulos
Nikolaos Vasiloglou
Nikolay Chumerin
Nikolay Jetchev
Nikolay V. Manyakov
Nikos Anerousis
Nikos Hardavellas
Nikos Komodakis
Nikos Mamoulis
Nikos Papageorgiou
Nikos Paragios
Nikos Pelekis
Nikos Sarkas
Nikos Vlassis
Nils Grimsmo
Nils Hasler
Nils Krahnstoever
Nils Plath
Nima Bigdely Shamlo
Nina Mishra
Nina Narodytska
Ning An
Ning Jin
Ning Li
Ning Liu 0001
Ning Lu
Ning Ruan
Ning Zhang
Ning Zhong 0001
Nino Shervashidze
Nino Zuljevic
Nizar Bouguila
Nizar R. Mabroukeh
Noa Agmon
Noah A. Smith
Noah Snavely
Noam Hazon
Noam Slonim
Nobuyuki Shimizu
Nora D. Volkow
Norbert Beckmann
Norbert Ritter
Norbert Zeh
Noriko Kando
Norman M. Sadeh
Nuno Vasconcelos
Nuria Oliver
Oana G. Cula
Octavian Udrea
Oded Shmueli
Ofer Dekel
Ohad Greenshpan
Ohad Shamir
Oier Lopez de Lacalle
Olcay Taner Yildiz
Oleg Naroditsky
Olena Medelyan
Olga Kozlova
Olga Papaemmanouil
Olga Regina Pereira Bellon
Oliver Fleischmann
Oliver Kennedy
Oliver Kramer
Oliver Kutter
Oliver Müller 0003
Oliver Po
Oliver Schulte
Oliver Spatscheck
Oliver Wang
Olivier Cappé
Olivier Chapelle
Olivier Duchenne
Olivier Pauly
Olivier Sigaud
Olivier Teytaud
Olivier Thonnard
Olivier Verscheure
Olli Pihlajamaa
Omar Ali
Omar Alonso
Omar Arif
Omar el Ariss
Omid Madani
Ondrej Chum
Ondrej Kuzelka
Onno Zoeter
Ophir Frieder
Oren Etzioni
Oren Kurland
Oriol Pujol
Orri Erling
Osamu Hasegawa
Osamu Yamaguchi
Oscar Luaces
Ossama Abdel Hamid
Ou Jin
Ou Wu
Pablo Arbelaez
Pablo Arias
Pablo Barceló
Pablo Casaseca-de-la-Higuera
Pablo Samuel Castro
Pablo de la Fuente
Paloma Martínez
Pamela Rott
Panagiotis G. Ipeirotis
Panagiotis Karras
Panagiotis Papadimitriou 0002
Panagiotis Reveliotis
Panagis Magdalinos
Panayiotis Andreou
Panayiotis Tsaparas
Pankaj K. Agarwal
Panos K. Chrysanthis
Panos Kalnis
Panu Silvasti
Paola Mello
Paola Merlo
Paolo Atzeni
Paolo Boldi
Paolo Ciancarini
Paolo D'Alberto
Paolo Ferraris
Paolo Missier
Paolo Papotti
Paolo Rosso
Paolo Torroni
Paolo Viappiani
Paris Kaimakis
Parisa Haghani
Parisa Tirdad
Pascal Felber
Pascal Fua
Pascal Germain
Pascal Poncelet
Pasquale Lops
Pat Hanrahan
Patrice Aknin
Patrice Perny
Patrice Rondao
Patricia L. Brantingham
Patricio A. Vela
Patrick Aichroth
Patrick Buehler
Patrick C. K. Hung
Patrick Gallinari
Patrick J. Flynn
Patrick Kenis
Patrick Labatut
Patrick Lau
Patrick Lucey
Patrick Mackey
Patrick Pantel
Patrick R. Paulson
Patrick Valduriez
Patrizio Dazzi
Paul Breimyer
Paul Buitelaar
Paul C. Castro
Paul Compton
Paul D. Clough
Paul D. Gader
Paul Davidsson
Paul Doran
Paul E. Dunne
Paul Fodor
Paul Groth
Paul Heymann
Paul J. Kennedy
Paul J. Sticha
Paul M. Thompson
Paul McNamee
Paul N. Bennett
Paul R. Cohen
Paul Robertson 0001
Paul Schnitzspan
Paul Thomas
Paul Thomas 0001
Paul W. Fieguth
Paul Whitney
Paulo B. Góes
Paulo J. G. Lisboa
Paulo Salles
Paulo Trezentos
Pavel Berkhin
Pavel Dmitriev
Pavel Kisilev
Pavel P. Kuksa
Pavel Serdyukov
Pavel Zezula
Pavlos Protopapas
Pawel Dybala
Pawel Terlecki
Pedro F. Felzenszwalb
Pedro M. Domingos
Pedro Pereira Rodrigues
Pedro V. Sander
Peer Kröger
Peggy Wu
Pei Li
Peng Chen 0014
Peng Dai 0001
Peng Huang 0001
Peng Li
Peng Liu 0005
Peng Sun
Peng Wang 0005
Peng Zang
Peng Zhang 0001
Peng Zhou
Percy Liang
Peter A. Boncz
Peter A. Flach
Peter A. Gloor
Peter Auer
Peter Belknap
Peter Benjamin Volk
Peter Boyen
Peter C. Barnum
Peter C. Nelson
Peter Christen
Peter Ciccolo
Peter Clark
Peter Edwards
Peter F. Sturm
Peter Fankhauser
Peter Faymonville
Peter H. Tu
Peter Haase 0001
Peter Habermehl
Peter Haider
Peter Hatherly
Peter J. F. Lucas
Peter J. Haas
Peter J. Wild
Peter Kese
Peter Kissmann
Peter M. Fischer 0001
Peter M. Roth
Peter M. Schwarz
Peter McBurney
Peter McCullagh
Peter Mika
Peter Mork
Peter Moulder
Peter Norvig
Peter Palaga
Peter Petersen
Peter Scheuermann
Peter Stone
Peter Sunehag
Peter Tarczy-Hornoch
Peter V. Gehler
Peter Vamplew 0001
Peter W. Beck
Peter Wagner
Peter Welinder
Peter Zabback
Peter Zoeteweij
Petra Selmer
Peyman Milanfar
Phan Minh Dung
Phan Minh Thang
Philip Bohannon
Philip Gross
Philip S. Yu
Philipp Cimiano
Philipp G. Wetzler
Philipp Kranen
Philipp Leitner 0001
Philipp Rösch
Philipp Scholl
Philipp Sorg
Philipp Unterbrunner
Philippe Bekaert
Philippe Cudré-Mauroux
Philippe Hamel
Philippe Lamarre
Philippe Lambin
Philippe Lenca
Philippe Preux
Philippe Rigaux
Philippe Rolet
Phillip C.-Y. Sheu
Phillip Lock
Phillip Wright
Piero A. Bonatti
Piero Fraternali
Pierpaolo Basile
Pierre Bourhis
Pierre Dupont
Pierre Gançarski
Pierre Geurts
Pierre Grinspan
Pierre Kornprobst
Pierre Lothe
Pierre Marquis
Pierre Maurel
Pierre Moreels
Pierre Senellart
Pietro Baroni
Pietro Liò
Pietro Perona
Ping Luo 0001
Ping Tan
Piotr Bródka
Piotr Dollár
Piotr Faliszewski
Piotr Indyk
Piotr W. Mirowski
Prabhat Mahanti
Pradeep Buddharaju
Prakash Panangaden
Prasad M. Deshpande
Prasad Tadepalli
Prashant Doshi
Prashant J. Shenoy
Praveen Chandar
Praveen Srinivasan
Praveen Yalagandula
Predrag Celikovic
Prem Melville
Priyanka Sharad Prabhu
Pu Wang 0002
Péter Csizsek
Qi Guo 0002
Qi He
Qi Wang
Qi Ye
Qi Zhang 0001
Qian Chen
Qian Yang
Qian Yu
Qian Zhong
Qiang Fu
Qiang Ji
Qiang Ma 0003
Qiang Niu
Qiang Qiu
Qiang Wu
Qiang Yang 0001
Qiang Zhu 0001
Qiang Zhu 0002
Qiao-Qiao She
Qin Zhang 0001
Qing Li 0001
Qing Liu
Qing Liu 0001
Qing Tao
Qing Zhang 0001
Qiong Luo 0001
Quan Yuan
Quan Zhang
Quang Duong
Quang Hieu Vu
Qun Ni
Quoc V. Le
Rabab K. Ward
Rabia Nuray-Turan
Rabie Saidi
Rachel Ben-Eliyahu-Zohary
Rada Chirkova
Radek Grzeszczuk
Radu Berinde
Radu Horaud
Radu Patrice Horaud
Radu Preotiuc-Pietro
Rafael A. Calvo
Rafael Pass
Rafah Hosn
Rafail Ostrovsky
Rafal Rzepka
Raffaele Perego 0001
Rafi Ahmed
Raik Niemann
Raissa Onanena
Raj Bhatnagar
Raja Chatterjee
Raja P. Yalamanchili
Rajan Patel
Rajesh Bordawekar
Rajesh P. N. Rao
Rajesh Ranganath
Rajiv Khanna
Rakesh Agrawal 0001
Rakesh Kumar 0001
Ralf Bierig
Ralf Heese
Ralf Herbrich
Ralf Krestel
Ralf Schenkel
Ralf Steinmetz
Ralph Krieger
Ralph M. Weischedel
Raluca Paiu
Ram Nevatia
Rama Chellappa
Raman Chandrasekar
Ramanathan Narayanan
Ramesh Bhashyam
Ramesh C. Jain
Ramesh Natarajan
Ramesh Pabbati
Ramesh Raskar
Ramesh S. Sankaranarayana
Ramin Mehran
Ran Gilad-Bachrach
Ran He
Randal Nelson
Randall Davis
Randall Wald
Randy Goebel
Ranga Raju Vatsavai
Ranjan K. Dash
Raphael Hoffmann
Raphaël Bailly
Raphaël Chenouard
Raphaël Marée
Raphaël Troncy
Raquel Sebastião
Raquel Urtasun
Rares Vernica
Rasmus Pagh
Ravi B. Konuru
Ravi Gottapu
Ravi Kumar 0001
Ravi Murthy
Ravi Palla
Ravi S. Sandhu
Ravi Sahani
Raymond Chi-Wing Wong
Raymond Heatherly
Raymond J. Mooney
Raymond K. Wong 0001
Raymond N. J. Veldhuis
Raymond Y. K. Lau
Raúl Santos-Rodríguez
Reagan Moore
Rebecca J. Passonneau
Rebecca N. Wright
Rebecca Steinert
Recep Colak
Rei Kawakami
Reid Andersen
Reid G. Simmons
Reid Swanson
Reiner Kraft 0001
Reinhard Pichler
Reinier H. van Leuken
Remco Chang
Remi Coletta
Remko J. H. Scha
Ren Ohmura
Renata B. McCoy
Renato Domínguez García
Renato Keshet
Renaud Delbru
Renaud Keriven
Rene Quiniou
Rene Schult
René Müller 0001
René Vidal
Renée J. Miller
Reshef Meir
Reto Matter
Rex Wang
Reynold Cheng
Reza Akbarinia
Rhonda Chaytor
Rianne Kaptein
Ricard Gavaldà
Ricardo Baeza-Yates
Ricardo J. G. B. Campello
Riccardo Martoglia
Rich Caruana
Rich Gossweiler
Rich Holada
Richard A. Hankins
Richard B. Borie
Richard Boardman
Richard Booth 0001
Richard Bowden
Richard Cocci
Richard Cyganiak
Richard D. Lawrence
Richard Dearden
Richard E. Korf
Richard Frank
Richard Fuchshuber
Richard G. Baraniuk
Richard Göbel
Richard I. Hartley
Richard J. Wallace
Richard Johnson
Richard Kirkby
Richard L. Cole
Richard M. Leahy
Richard McCreadie
Richard P. Wildes
Richard Reid
Richard Roberts 0001
Richard S. Sutton
Richard S. Zemel
Richard Socher
Richard Szeliski
Richard T. Snodgrass
Rick Pechter
Rie Tanaka
Rifat Ozcan
Riham Abdel Kader
Rikio Onai
Rimma V. Nehme
Rina Panigrahy
Ritu Khare
Rizwan Chaudhry
Roald Lengu
Rob Fergus
Robby Goetschalckx
Robert Amor
Robert Bauer
Robert Baumgartner
Robert C. Holte
Robert C. Miller
Robert C. Williamson
Robert Capra
Robert Coop
Robert Dew
Robert F. Murphy
Robert Grossman
Robert Gwadera
Robert Hyland
Robert Ikeda
Robert J. Hall 0002
Robert Kosara
Robert L. Grossman
Robert L. Popp
Robert Laddaga
Robert Mao
Robert Michael Young
Robert N. Lass
Robert Nix
Robert Noll
Robert P. W. Duin
Robert Paasch
Robert Pless
Robert S. Drach
Robert S. Gardner
Robert Speyer
Robert Villa
Robert West 0001
Robert Wetzker
Roberto Basili 0001
Roberto Cipolla
Roberto Manca
Roberto Navigli
Roberto Paredes
Roberto Pirrone
Roberto Tamassia
Roberto Trasarti
Roberto Valenti
Robin Cohen
Robin Dunbar
Robin Hess
Robin R. Murphy
Roby Muhamad
Rocío Alaíz-Rodríguez
Rod D. Roscoe
Rod Hook
Roderick M. Riensche
Rodrigo de Luis García
Roeland C. H. J. van Ham
Roelof van Zwol
Roger Azevedo
Roger B. Grosse
Roger Longbotham
Roger Zimmermann
Rogério Schmidt Feris
Rohini K. Srihari
Roland Goecke
Roland H. C. Yap
Roland Memisevic
Roland Stühmer
Rolando Medellin
Rolf Niedermeier
Romain Colle
Romain Hérault
Roman Garnett
Roman Kontchakov
Roman Sandler
Roman Slowinski
Roman Yarovoy
Ron Bekkerman
Ron Kohavi
Ron Maurer
Ronald Alford
Ronald Fagin
Ronald Parr
Ronald T. Fernández
Ronan Collobert
Ronan Cummins
Ronen Basri
Ronen I. Brafman
Rong Jin
Rong Li
Rong Pan
Rong Yan
Rong Zhou 0001
Roni Khardon
Roni Neuman
Rosa I. Arriaga
Rosa Meo
Rosie Jones
Ross B. Girshick
Ross Messing
Ross W. Gayler
Ruben Sipos
Ruben Stranders
Rubén Cárdenes-Almeida
Ruchi Mahindru
Rudi Studer
Rudolf Kruse
Ruggero G. Pensa
Rui Abreu 0001
Rui Cai
Rui Caseiro
Rui Kuang
Rui Li 0002
Rui Liu
Rui Ma
Rui Wang 0002
Rui Wang 0022
Rui Yang
Rui Zhang 0003
Ruslan Salakhutdinov
Russel Pears
Russell Bobbitt
Russell G. Almond
Russell Greiner
Ruth Aylett
Ruud Liebregts
Ryan James McCall
Ryan Johnson 0001
Ryan Prescott Adams
Ryan W. Woods
Ryo Furukawa
Ryohei Fujimaki
Ryong Lee
Régis Saint-Paul
Rémi Gilleron
Rémi Munos
Róbert Busa-Fekete
Róbert Iwatt
Saad Mahamood
Sabine Sternig
Sabine Süsstrunk
Sabrina Tollari
Sachin Garg
Sachin Thatte
Saeed Alaei
Saeed Salem
Sagar Pandit
Sai Susarla
Sai Wu
Saif Mohammad
Salvatore Orlando 0001
Salvatore Raunich
Salvatore Ruggieri
Sam G. B. Roberts
Sam Ganzfried
Sam Hall
Sam S. Tsai
Sameer Madan
Sameer Singh 0001
Sami Hanhijärvi
Sami S. Brandt
Sami Zhioua
Samia Oussena
Samir Khuller
Samson Hauguel
Samuel Audet
Samuel Bleckley
Samuel Dambreville
Samuel Delepoulle
Samuel I. Daitch
Samuel Ieong
Samuel Kaski
Samuel Madden
Sandeep Pandey
Sandeep Tata
Sandra Zilles
Sandy Louchart
Sandy Thompson
Sang Hyuck Na
Sang Uk Lee
Sang-Hee Lee
Sang-Wook Kim
Sanja Fidler
Sanjay Agrawal 0001
Sanjay Chawla
Sanjay Ganesh Kanade
Sanjay Kshetramade
Sanjay Ranka
Sanjeev J. Koppal
Sanjeev Khanna
Sanjeev Khudanpur
Santiago Aja-Fernández
Santosh Kumar Divvala
Sara Cohen
Sara Good
Sarah Cohen Boulakia
Sarah Gulliford
Sarah Miller
Sarit Kraus
Satinder P. Singh
Satoshi Morinaga
Satoshi Oyama
Sau Dan Lee
Scott A. Weems
Scott B. Huffman
Scott Butner
Scott Gaffney
Scott Larsen
Scott McCallen
Scott McCloskey
Scott Proper
Scott Sanner
Scott Trent
Scott W. McQuiggan
Se Jung Shin
Sean C. Kelly
Sebastian Dietzold
Sebastian Gottifredi
Sebastian Hellmann
Sebastian Link
Sebastian Michel 0001
Sebastian Nowozin
Sebastian Rudolph
Sebastian Sardiña
Sebastian Schuon
Sebastian Stein 0001
Sebastian Thrun
Sebastiano Barbieri
Sebastiano Vigna
Seema Nagar
Seema Sundara
Sei Kato
Selma Sabanovic
Sen Wang
Seppo Sippu
